Reference Name	Text	Font
0432a53c	Escuridão.	[0, 10, 'DINRoundOffcPro']
0d7aa742	Tudo... \n Levou...	[0, 16, 'DINRoundOffcPro']
131d4613	Mas estava prestes a iniciar uma \n viagem para encontrar a resposta; \n uma viagem inimaginável.	[0, 91, 'DINRoundOffcPro']
1efabdb8	Os sonhos dele e da \n vítima da sua loucura, \n o Anjo Kali...	[0, 57, 'DINRoundOffcPro']
23abd67f	Ele apareceu do nada \n com uma mensagem \n para ti.	[0, 46, 'DINRoundOffcPro']
24bbc415	Kat, quem é \n este Alias?	[0, 23, 'DINRoundOffcPro']
2742c0be	O Dr. Brahman tentou parar o tempo \n e criar um mundo eternamente imutável.	[0, 73, 'DINRoundOffcPro']
2cf3d885	Desculpa... Mas olha, \n também nunca pensei \n que nos voltássemos a ver...	[0, 70, 'DINRoundOffcPro']
2fa8dfc0	Kali, minha irmã, eu vi \n dentro da alma dela.	[0, 44, 'DINRoundOffcPro']
353bdb8b	Ainda não sabemos o que se \n passou com o Syd?	[0, 44, 'DINRoundOffcPro']
3659aaa8	O tempo...	[0, 10, 'DINRoundOffcPro']
3e83dd91	Nunca se sabe o que \n vai acontecer, de um \n momento para o outro.	[0, 62, 'DINRoundOffcPro']
504fceb6	Mas eu sou apenas a Cecie. \n Eu não podia ser \n o que ela queria.	[0, 61, 'DINRoundOffcPro']
50a0dfbb	Ela só queria que \n fôssemos Anjos.	[0, 33, 'DINRoundOffcPro']
5997d0bc	E quando ela o compreendeu, \n isso destruiu-a.	[0, 44, 'DINRoundOffcPro']
60489ba4	Esta era a única \n maneira de te \n voltar a ver...	[0, 46, 'DINRoundOffcPro']
62dfd2c2	A ameaça tinha deixado \n de o ser mas ainda havia \n questões por resolver...	[0, 72, 'DINRoundOffcPro']
69909daa	Eu... \n Entendo...	[0, 16, 'DINRoundOffcPro']
6a07442d	Quem me dera ter uma resposta para a Lisa. \n Tudo o que podia fazer era pensar sobre \n a misteriosa mensagem de Alias.	[0, 114, 'DINRoundOffcPro']
6b27d5c8	"A Rainha da Gravidade \n salva a cidade mais uma vez."	[0, 52, 'DINRoundOffcPro']
72d89fb0	!	[0, 1, 'DINRoundOffcPro']
7ca7eb3e	“Hekseville e Jirga Para Lhao \n assinam pacto de não-agressão \n e acordo comercial.”	[0, 80, 'DINRoundOffcPro']
85efed44	“Passado do Presidente \n Brahman sob investigação.”	[0, 49, 'DINRoundOffcPro']
a696dc3a	Lisa?	[0, 5, 'DINRoundOffcPro']
adccc79b	E depois ele mostrou-nos \n como passar através do \n plano dimensional, o que \n nos trouxe aqui...	[0, 91, 'DINRoundOffcPro']
c794e017	Sim, quem diria que iríamos \n estar as duas aqui, em Hekseville.	[0, 62, 'DINRoundOffcPro']
cec4c796	Ele queria que \n nós te salvássemos. \n Ele disse que tu \n eras a solução.	[0, 67, 'DINRoundOffcPro']
e83bcf0d	Hã!?	[0, 4, 'DINRoundOffcPro']
ep20_00100	Destrói todos os Bubs	[0, 21, 'DINRoundOffcPro']
ep20_00100c_010	Que bonito... \n Aqueles cristais \n capturam um momento \n na eternidade.	[0, 65, 'DINRoundOffcPro']
ep20_00100c_020	A passagem do tempo \n não terá mão sobre nós.	[0, 43, 'DINRoundOffcPro']
ep20_00100c_030	*Suspiro* Das mais belas \n flores nascem as piores \n pragas.	[0, 56, 'DINRoundOffcPro']
ep20_00100c_040	Não te preocupes, \n minha filha.	[0, 30, 'DINRoundOffcPro']
ep20_00100c_050	Os anjos \n guardiões \n vão salvar-te.	[0, 33, 'DINRoundOffcPro']
ep20_00101	Temos de fazer algo quanto àquele campo!	[0, 40, 'DINRoundOffcPro']
ep20_00102	Yunica: \n Lesma do Mar, manter formação!	[0, 8, 'DINRoundOffcPro'], [8, 38, 'DINRoundOffcPro']
ep20_00103	Permet: \n Entendido. Tenho visão sobre o alvo. \n A deslocar-me para prestar assistência.	[0, 8, 'DINRoundOffcPro'], [8, 45, 'DINRoundOffcPro'], [45, 84, 'DINRoundOffcPro']
ep20_00104	Não me consigo chegar mais perto...	[0, 35, 'DINRoundOffcPro']
ep20_00105	Desde que aqueles Bubs estejam por perto, \n o escudo não é desativado.	[0, 68, 'DINRoundOffcPro']
ep20_00106	Destrói o escudo de \n deslocamento relativo	[0, 41, 'DINRoundOffcPro']
ep20_00107	O escudo está enfraquecido, \n é a nossa oportunidade de o romper!	[0, 63, 'DINRoundOffcPro']
ep20_00108	É demasiado sólido, mal consigo fazer-lhe um arranhão.	[0, 54, 'DINRoundOffcPro']
ep20_00109	Preciso de juntar mais algum peso aos meus ataques...	[0, 53, 'DINRoundOffcPro']
ep20_00110	Funcionou!	[0, 10, 'DINRoundOffcPro']
ep20_00110k_010	O que é aquilo \n no céu?	[0, 22, 'DINRoundOffcPro']
ep20_00110k_020	Enquanto vocês estavam \n a dormir, o projeto do \n Brahman iniciou.	[0, 62, 'DINRoundOffcPro']
ep20_00110k_030	Está a cercar Hekseville \n com os cristais do tempo \n em que estava a \n trabalhar secretamente.	[0, 89, 'DINRoundOffcPro']
ep20_00110k_040	Ele está a tentar \n parar o tempo...	[0, 34, 'DINRoundOffcPro']
ep20_00110k_050	Agora já \n percebes \n o objetivo dele, \n Gata do Mar!?	[0, 48, 'DINRoundOffcPro']
ep20_00110k_060	Vespa do Mar! \n O campo de cristais \n está a expandir-se.	[0, 53, 'DINRoundOffcPro']
ep20_00110k_070	Não há tempo \n para discussões.	[0, 29, 'DINRoundOffcPro']
ep20_00110k_080	Temos de dar conta dos \n Bubs primeiro.	[0, 37, 'DINRoundOffcPro']
ep20_00110k_090	A energia gravitacional \n que eles têm vindo a \n armazenar está a ser \n passada para os Anjos.	[0, 88, 'DINRoundOffcPro']
ep20_00110k_100	Se destruirmos os Bubs, \n devemos atrasar os \n Anjos a expandirem \n o campo de cristais.	[0, 82, 'DINRoundOffcPro']
ep20_00110k_110	Quimera do Mar \n a ser lançada.	[0, 29, 'DINRoundOffcPro']
