Reference Name	Text	Font
165438eb	S'il l'arbre a disparu, \n qu'en est-il \n du trésor ?!	[0, 49, 'DINRoundOffcPro']
1f9c3af1	L'arbre... Il a disparu.	[0, 24, 'DINRoundOffcPro']
404329e7	Comment ça ?	[0, 12, 'DINRoundOffcPro']
42d89e86	Ça devait être une \n personne géniale.	[0, 36, 'DINRoundOffcPro']
4b20a18c	Il était toujours si \n curieux, et tellement \n gentil... Il me manque.	[0, 66, 'DINRoundOffcPro']
868fa8fe	Ça me semble être un \n bon plan. Étudier est \n difficile, mais le \n résultat vaut le coup.	[0, 84, 'DINRoundOffcPro']
8fd7aa04	Ah, c'est donc ça le \n cadeau que lui a offert \n son papi !	[0, 55, 'DINRoundOffcPro']
b07e99fa	J'espère que je pourrai \n lui ressembler un jour.	[0, 47, 'DINRoundOffcPro']
b9c69b	J'ai envie de voir le \n monde et de résoudre ses \n mystères ! Je vais trav- \n ailler dur pour réussir.	[0, 96, 'DINRoundOffcPro']
c9542c6d	Tout va bien, papi m'a \n déjà donné mon trésor.	[0, 45, 'DINRoundOffcPro']
d29c2e73	Et de me dire "d'étudier \n et d'ouvrir mon esprit \n pour débloquer un \n meilleur avenir".	[0, 83, 'DINRoundOffcPro']
dbe43079	Il avait pour habitude \n de m'amener ici...	[0, 41, 'DINRoundOffcPro']
e42c337f	C'est une station \n Grigo !	[0, 25, 'DINRoundOffcPro']
ec6447ef	J'avais oublié tout ça.	[0, 23, 'DINRoundOffcPro']
f5ac49f5	"Apprends afin que tu \n puisses devenir qui \n tu as envie"...	[0, 57, 'DINRoundOffcPro']
sm29_00100	Emmène le garçon et trouve \n l'endroit sur la photo	[0, 49, 'DINRoundOffcPro']
sm29_00100k_010	...	[0, 3, 'DINRoundOffcPro']
sm29_00100k_020	Quelque chose ne \n va pas...	[0, 26, 'DINRoundOffcPro']
sm29_00100k_030	Ohé ! Qu'est-ce que tu \n fais ici ? Tu veux \n discuter ?	[0, 52, 'DINRoundOffcPro']
sm29_00100k_040	De quoi pourrait-on \n bien discuter ?	[0, 35, 'DINRoundOffcPro']
sm29_00100k_050	Wouah, il a pas l'air \n en forme... Vite, je \n dois trouver quelque \n chose...	[0, 72, 'DINRoundOffcPro']
sm29_00100k_060	Hé ! C'est quoi cette \n photo ?	[0, 29, 'DINRoundOffcPro']
sm29_00100k_070	C'est une photo que mon \n papi m'a laissé.	[0, 40, 'DINRoundOffcPro']
sm29_00100k_080	Un souvenir ?	[0, 13, 'DINRoundOffcPro']
sm29_00100k_090	Quand j'étais petit, \n il jouait tout le temps \n avec moi.	[0, 54, 'DINRoundOffcPro']
sm29_00100k_100	Mais quand je suis parti \n étudier, on a arrêté de \n passer du temps \n ensemble.	[0, 74, 'DINRoundOffcPro']
sm29_00100k_110	Le temps a passé, et \n il est mort.	[0, 33, 'DINRoundOffcPro']
sm29_00100k_120	C'est pour ça que tu \n n'as pas l'air dans ton \n assiette.	[0, 54, 'DINRoundOffcPro']
sm29_00100k_130	Il a écrit quelque chose \n derrière, je me suis \n toujours demandé ce que \n ça voulait dire...	[0, 88, 'DINRoundOffcPro']
sm29_00100k_140	"Connais-tu l'endroit \n sur cette photo ?"	[0, 40, 'DINRoundOffcPro']
sm29_00100k_150	Hmm, je me demande \n ce qu'il a bien pu \n vouloir dire.	[0, 51, 'DINRoundOffcPro']
sm29_00100k_160	Et si je t'aidais à \n trouver cet endroit ?	[0, 41, 'DINRoundOffcPro']
sm29_00100k_170	Tu crois que c'est \n possible ? La photo \n est assez vieille, et \n tout a bien changé...	[0, 82, 'DINRoundOffcPro']
sm29_00100k_180	C'est ça qui la rend si \n intéressante ! Nous \n avons un mystère à \n résoudre.	[0, 72, 'DINRoundOffcPro']
sm29_00101	Garçon : \n La photo est sombre, peut-être que le parc \n est à un niveau inférieur ?	[0, 9, 'DINRoundOffcPro'], [9, 52, 'DINRoundOffcPro'], [52, 79, 'DINRoundOffcPro']
sm29_00102	Garçon : \n Je crois qu'il y avait un parc près de la tour radio.	[0, 9, 'DINRoundOffcPro'], [9, 62, 'DINRoundOffcPro']
sm29_00103	Garçon : \n Si tu trouves l'endroit, tu pourras le prendre \n en photo et me montrer ?	[0, 9, 'DINRoundOffcPro'], [9, 56, 'DINRoundOffcPro'], [56, 80, 'DINRoundOffcPro']
sm29_00104	Garçon : \n Je crois qu'on pouvait voir le parc \n depuis un pont en construction.	[0, 9, 'DINRoundOffcPro'], [9, 45, 'DINRoundOffcPro'], [45, 76, 'DINRoundOffcPro']
sm29_00105	Un pont en construction... Je crois que c'était par là.	[0, 55, 'DINRoundOffcPro']
sm29_00106	Garçon : \n Ça m'a l'air familier. Prends une photo.	[0, 9, 'DINRoundOffcPro'], [9, 49, 'DINRoundOffcPro']
sm29_00107	Garçon : \n Je croyais que c'était par ici...	[0, 9, 'DINRoundOffcPro'], [9, 42, 'DINRoundOffcPro']
sm29_00108	Garçon : \n Non, ça n'a pas l'air bon.	[0, 9, 'DINRoundOffcPro'], [9, 35, 'DINRoundOffcPro']
sm29_00109	Garçon : \n Ça y ressemble, mais quelque chose cloche...	[0, 9, 'DINRoundOffcPro'], [9, 53, 'DINRoundOffcPro']
sm29_00110	Garçon : \n Ça y ressemble, mais quelque chose cloche...	[0, 9, 'DINRoundOffcPro'], [9, 53, 'DINRoundOffcPro']
sm29_00111	Garçon : \n Voilà l'endroit !	[0, 9, 'DINRoundOffcPro'], [9, 26, 'DINRoundOffcPro']
sm29_00112	Garçon : \n Je ne vois pas très bien, on pourrait essayer de s'approcher ?	[0, 9, 'DINRoundOffcPro'], [9, 71, 'DINRoundOffcPro']
sm29_00113	Garçon : \n Je sais que c'est quelque part par ici !	[0, 9, 'DINRoundOffcPro'], [9, 49, 'DINRoundOffcPro']
sm29_00114	Garçon : \n Peut-être sous un angle différent ?	[0, 9, 'DINRoundOffcPro'], [9, 44, 'DINRoundOffcPro']
sm29_00115	Garçon : \n Pourrais-tu essayer de reculer un peu pour prendre la photo ?	[0, 9, 'DINRoundOffcPro'], [9, 70, 'DINRoundOffcPro']
sm29_00116	Je dois emmener le garçon avec moi.	[0, 35, 'DINRoundOffcPro']
sm29_00117	Je dois trouver l'endroit qui est sur cette photo !	[0, 51, 'DINRoundOffcPro']
sm29_00118	Hm ? Est-ce que c'est le bon endroit ?	[0, 38, 'DINRoundOffcPro']
sm29_00119	Garçon : \n Je crois qu'il y avait un parc en-dessous de nous.	[0, 9, 'DINRoundOffcPro'], [9, 59, 'DINRoundOffcPro']
