Reference Name	Text	Font
sm23_00010	Versla Crimson Flash	[0, 20, 'DINRoundOffcPro']
sm23_00100	Daar heb je weer die oude man!	[0, 30, 'DINRoundOffcPro']
sm23_00100k_010	Alleen de uitverkorene \n kan hier komen...	[0, 40, 'DINRoundOffcPro']
sm23_00100k_020	De top van de wereld!	[0, 21, 'DINRoundOffcPro']
sm23_00100k_030	Laat me raden. Weer een \n knul met een racevogel?	[0, 47, 'DINRoundOffcPro']
sm23_00100k_040	Mijn grote broer is een \n levende legende! Niemand \n kan hem verslaan.	[0, 66, 'DINRoundOffcPro']
sm23_00100k_050	Ja, hij is supersnel!	[0, 21, 'DINRoundOffcPro']
sm23_00100k_060	Een drieling...	[0, 15, 'DINRoundOffcPro']
sm23_00100k_070	Zet je schrap om te \n worden verslagen door de \n Crimson Flash!	[0, 59, 'DINRoundOffcPro']
sm23_00100k_080	Al ga je verliezen, ik \n waardeer de uitdaging, \n zwaartekracht-shifter!	[0, 68, 'DINRoundOffcPro']
sm23_00100k_090	Dat 'verliezen' moeten \n we nog maar zien.	[0, 40, 'DINRoundOffcPro']
sm23_00100k_100	Ben je uitgepraat? Ik \n ben klaar voor de race!	[0, 45, 'DINRoundOffcPro']
sm23_00102	De vogel negeerde zijn speciale lokaas!	[0, 39, 'DINRoundOffcPro']
sm23_00103	Ik mag deze race niet verliezen!	[0, 32, 'DINRoundOffcPro']
sm23_00104	Aah, nog een zwerm vogels!	[0, 26, 'DINRoundOffcPro']
sm23_00105	Maar zijn vogel trok zich er niets van aan.	[0, 43, 'DINRoundOffcPro']
sm23_00106	Dit is het laatste stuk!	[0, 24, 'DINRoundOffcPro']
sm23_00107	Nee, ik heb verloren!	[0, 21, 'DINRoundOffcPro']
sm23_00108	Het scheelde niks!	[0, 18, 'DINRoundOffcPro']
sm23_00109	Het is gelukt!	[0, 14, 'DINRoundOffcPro']
sm23_00110	Hij leidt de zwerm.	[0, 19, 'DINRoundOffcPro']
sm23_00200k_010	Ik heb gewonnen! Dan ben \n ik dus de snelste ter \n wereld!	[0, 54, 'DINRoundOffcPro']
sm23_00200k_020	De Crimson Flash heeft \n verloren... Hoe kon dit \n gebeuren?	[0, 56, 'DINRoundOffcPro']
sm23_00200k_030	Het kan niet dat je \n verloren hebt!	[0, 34, 'DINRoundOffcPro']
sm23_00200k_040	Nee... Neeee!	[0, 13, 'DINRoundOffcPro']
sm23_00200k_050	Huil maar niet... Dit is \n niet het einde, dit is \n een nieuw begin!	[0, 64, 'DINRoundOffcPro']
sm23_00200k_060	Ik moet trainen om nog \n sneller te worden...	[0, 43, 'DINRoundOffcPro']
sm23_00200k_070	Grote zwaartekracht- \n shifter, Kat...	[0, 36, 'DINRoundOffcPro']
sm23_00200k_080	Als we elkaar weer zien, \n zijn we niet zo \n makkelijk te verslaan.	[0, 63, 'DINRoundOffcPro']
sm23_00200k_090	Tot het zover is...	[0, 19, 'DINRoundOffcPro']
sm23_00200k_100	Mogen de luchten \n vriendelijk zijn en je \n vogels... ook \n vriendelijk.	[0, 66, 'DINRoundOffcPro']
sm23_00200k_110	Fijn... \n Nu begin ik net \n als hem te klinken...	[0, 45, 'DINRoundOffcPro']
