Reference Name	Text	Font
26492b49	Guess she managed to \n fit all that furniture \n inside, even if the \n house couldn't take it.	[0, 87, 'DINRoundOffcPro']
ac4d21dc	Well, could you cut down \n on your luggage then?	[0, 46, 'DINRoundOffcPro']
d0011dc5	It's empty. \n Did she move again?	[0, 31, 'DINRoundOffcPro']
d9491fcb	I heard the floor caved \n in, wonder how much \n weight the old owner \n had sitting on it?	[0, 83, 'DINRoundOffcPro']
ebd923d7	Hm? What happened to \n the house? Didn't it \n belong to that woman \n from Havina?	[0, 75, 'DINRoundOffcPro']
sm47_00010	Load the Belongings \n on to the Airboat	[0, 37, 'DINRoundOffcPro']
sm47_00100	Formerly Rich Woman: \n Start with this one.	[0, 21, 'DINRoundOffcPro'], [21, 41, 'DINRoundOffcPro']
sm47_00100k_010	Hey! Would you mind \n helping me with a little \n moving job?	[0, 56, 'DINRoundOffcPro']
sm47_00100k_020	It's not going to \n involve anything \n smelly, is it?	[0, 49, 'DINRoundOffcPro']
sm47_00100k_030	No, no, nothing like \n that this time.	[0, 36, 'DINRoundOffcPro']
sm47_00100k_040	Though it might take \n a little skill to \n pull the job off.	[0, 56, 'DINRoundOffcPro']
sm47_00100k_050	This is the woman \n who needs help moving.	[0, 40, 'DINRoundOffcPro']
sm47_00100k_060	She's that rich women \n who was throwing the \n parties in Havina.	[0, 61, 'DINRoundOffcPro']
sm47_00100k_070	She's moving to Lei \n Colmosna.	[0, 29, 'DINRoundOffcPro']
sm47_00100k_080	And she needs someone \n to help her get all her \n stuff to the new place.	[0, 69, 'DINRoundOffcPro']
sm47_00100k_090	A rich woman \n moving from Havina \n to Colmosna?	[0, 44, 'DINRoundOffcPro']
sm47_00100k_100	Maybe it's best I \n don't ask the details.	[0, 40, 'DINRoundOffcPro']
sm47_00100k_110	Alright, I think I can \n handle this!	[0, 35, 'DINRoundOffcPro']
sm47_00100k_120	Okay then, just get all \n this stuff on to the \n moving boat for me.	[0, 64, 'DINRoundOffcPro']
sm47_00101	Formerly Rich Woman: \n And that one.	[0, 21, 'DINRoundOffcPro'], [21, 34, 'DINRoundOffcPro']
sm47_00102	Formerly Rich Woman: \n Oh, and that one.	[0, 21, 'DINRoundOffcPro'], [21, 38, 'DINRoundOffcPro']
sm47_00103	Formerly Rich Woman: \n And those ones.	[0, 21, 'DINRoundOffcPro'], [21, 36, 'DINRoundOffcPro']
sm47_00104	Formerly Rich Woman: \n Those ones too.	[0, 21, 'DINRoundOffcPro'], [21, 36, 'DINRoundOffcPro']
sm47_00105	Formerly Rich Woman: \n Oh, I almost forgot that one.	[0, 21, 'DINRoundOffcPro'], [21, 50, 'DINRoundOffcPro']
sm47_00106	Formerly Rich Woman: \n I couldn't bear leaving that behind.	[0, 21, 'DINRoundOffcPro'], [21, 57, 'DINRoundOffcPro']
sm47_00107	Formerly Rich Woman: \n Now just get all of this on the moving boat.	[0, 21, 'DINRoundOffcPro'], [21, 65, 'DINRoundOffcPro']
sm47_00200k_010	What!? How am I \n supposed to fit all \n that on this little \n boat?	[0, 61, 'DINRoundOffcPro']
sm47_00200k_020	It's the best I could \n do, all of the other \n boats are out on jobs.	[0, 65, 'DINRoundOffcPro']
sm47_00200k_030	Guess you'll just have \n to make multiple trips.	[0, 46, 'DINRoundOffcPro']
sm47_00200k_040	And swallow those fuel \n costs? I think not.	[0, 42, 'DINRoundOffcPro']
sm47_00200k_050	Things are tight lately, \n I can't afford that.	[0, 45, 'DINRoundOffcPro']
sm47_00200k_060	The woman who was \n burning fuel for parties \n is worried about \n conserving it now?	[0, 78, 'DINRoundOffcPro']
sm47_00200k_080	Absolutely not. Those \n pieces have all been in \n the family for \n generations.	[0, 73, 'DINRoundOffcPro']
sm47_00200k_090	For someone moving on \n down, she's still as \n demanding as ever...	[0, 63, 'DINRoundOffcPro']
sm47_00200k_100	Just stack it up, we'll \n figure out the rest.	[0, 44, 'DINRoundOffcPro']
sm47_00200k_110	Won't it fall? Are you \n going to be able to \n steer the boat?	[0, 58, 'DINRoundOffcPro']
sm47_00200k_120	Don't worry! I've \n driven under worse \n conditions.	[0, 48, 'DINRoundOffcPro']
sm47_00200k_130	Great... So much \n for that way out.	[0, 34, 'DINRoundOffcPro']
sm47_00200k_140	Let's get going, \n partner. I've got \n another job. We've \n got 3 minutes.	[0, 68, 'DINRoundOffcPro']
sm47_00200k_150	3 minutes!? \n I better hurry.	[0, 27, 'DINRoundOffcPro']
sm47_00300k_010	It's all packed, \n what a relief.	[0, 31, 'DINRoundOffcPro']
sm47_00300k_020	Nice going! I'll take \n care of the rest.	[0, 39, 'DINRoundOffcPro']
sm47_00300k_030	I hope nothing breaks...	[0, 24, 'DINRoundOffcPro']
sm47_00400k_010	Lady, your stuff is all \n waiting for you at the \n new place.	[0, 57, 'DINRoundOffcPro']
sm47_00400k_020	Thank you very much.	[0, 20, 'DINRoundOffcPro']
sm47_00400k_030	And thank you, miss. \n Here's a little \n something for your \n trouble.	[0, 64, 'DINRoundOffcPro']
sm47_00400k_040	Really? I thought you \n couldn't bear to part \n with any of your \n furniture?	[0, 71, 'DINRoundOffcPro']
sm47_00400k_050	The new place is too \n crowded anyway. \n I needed to let go \n of a few things.	[0, 72, 'DINRoundOffcPro']
sm47_00400k_060	Wish she would've \n come to that realization \n before moving...	[0, 59, 'DINRoundOffcPro']
sm47_00400k_070	*Beep* *Beep*	[0, 13, 'DINRoundOffcPro']
