Reference Name	Text	Font
0c8af191	방가 정착지는 시급히 필요로 했던 보급품들을 확보하기 위해 도시 지르가 파라 라오로 돌아가는 \n 중이지만, 라오 부족의 과거로부터 떠오른 복잡한 관계의 거미줄은 여전히 뒤엉킨 그대로이다.	[0, 102, 'AsiaJMR_2']
29813891	멋진 솜씨였어! \n 보고에게 우릴 함부로 \n 대하지 말라고 말해줘서 \n 속이 다 시원했어.	[0, 44, 'AsiaJMR_2']
32c93a97	있잖니, 사람들은 뒤에서 \n 보고를 "지는 태양"이라고 \n 부른단다. 아버지를 \n 조금도 닮지 않았다고…	[0, 52, 'AsiaJMR_2']
3495d67a	너도 다른 사람들처럼 \n 천한 태생의 누군가가 \n 더 뛰어난 선 가문원이라 \n 생각하겠지.	[0, 44, 'AsiaJMR_2']
3b46a162	…	[0, 1, 'AsiaJMR_2']
3dddd880	자부심이 넘치잖아, \n 안 그래?	[0, 16, 'AsiaJMR_2']
4471c773	게다가 엄청 진지한 \n 표정이었어. 그걸 \n 옮기는데 전력을 \n 다하는 느낌이었지.	[0, 40, 'AsiaJMR_2']
448ea368	보고, 가정 문제는 \n 나중에 해결하시지.	[0, 21, 'AsiaJMR_2']
499d1108	지금은 라오 부족의 \n 특별한 시기거든. \n 중요한 의식을 \n 치뤄야만 하지.	[0, 37, 'AsiaJMR_2']
4db9c979	캣, 여유가 좀 있으면 \n 너도 가서 도와주는 게 \n 어떻겠어?	[0, 31, 'AsiaJMR_2']
4dd6a56e	어째서 내 명령을 그냥 \n 따르지 않느냔 말이야!?	[0, 26, 'AsiaJMR_2']
52e5130e	휴우. 리사가 세시를 \n 제단용 중력선으로 \n 데리고 갔단다.	[0, 30, 'AsiaJMR_2']
550ebade	휴우…	[0, 3, 'AsiaJMR_2']
5ce6432f	금지된 땅에 갔다고 \n 들었어! 분명 \n 엄청난 물건을 \n 가지고 왔겠구나.	[0, 36, 'AsiaJMR_2']
6e76483b	헤헤, 별거 아니에요. \n 저를 받아준 정착지를 \n 위해 빚을 갚은 \n 것뿐인걸요.	[0, 40, 'AsiaJMR_2']
6f04deec	날 그렇게 보지마! \n 네가 날 하찮게 본다는 \n 사실은 알고 있어.	[0, 34, 'AsiaJMR_2']
