Reference Name	Text	Font
sm23_00010	Bats Tonnerre écarlate	[0, 22, 'DINRoundOffcPro']
sm23_00100	C'est encore ce vieux monsieur !	[0, 32, 'DINRoundOffcPro']
sm23_00100k_010	Seuls les élus \n parviennent ici...	[0, 33, 'DINRoundOffcPro']
sm23_00100k_020	Le Sommet du Monde !	[0, 20, 'DINRoundOffcPro']
sm23_00100k_030	On parie que c'est \n encore un gamin avec \n un oiseau de course ?	[0, 61, 'DINRoundOffcPro']
sm23_00100k_040	Mon grand frère est \n une légende vivante ! \n Personne ne peut \n le vaincre.	[0, 70, 'DINRoundOffcPro']
sm23_00100k_050	Ouais, il est super \n rapide !	[0, 28, 'DINRoundOffcPro']
sm23_00100k_060	Des triplés...	[0, 14, 'DINRoundOffcPro']
sm23_00100k_070	Prépare-toi à être \n vaincue par Tonnerre \n écarlate !	[0, 50, 'DINRoundOffcPro']
sm23_00100k_080	Même si tu vas perdre, \n j'apprécie ton courage, \n Gravitéenne !	[0, 60, 'DINRoundOffcPro']
sm23_00100k_090	C'est ce qu'on \n va voir.	[0, 23, 'DINRoundOffcPro']
sm23_00100k_100	Tu as fini de bavasser ? \n Faisons la course !	[0, 44, 'DINRoundOffcPro']
sm23_00102	L'oiseau a ignoré son appât spécial !	[0, 37, 'DINRoundOffcPro']
sm23_00103	Je ne peux pas perdre cette course !	[0, 36, 'DINRoundOffcPro']
sm23_00104	Aah, encore une nuée d'oiseaux !	[0, 32, 'DINRoundOffcPro']
sm23_00105	Mais son oiseau n'a pas bougé.	[0, 30, 'DINRoundOffcPro']
sm23_00106	C'est la dernière ligne droite !	[0, 32, 'DINRoundOffcPro']
sm23_00107	Non, j'ai perdu !	[0, 17, 'DINRoundOffcPro']
sm23_00108	J'y étais presque !	[0, 19, 'DINRoundOffcPro']
sm23_00109	J'ai réussi !	[0, 13, 'DINRoundOffcPro']
sm23_00110	Il veut diriger la nuée.	[0, 24, 'DINRoundOffcPro']
sm23_00200k_010	J'ai gagné ! Je suppose \n que c'est donc moi la \n plus rapide du monde !	[0, 68, 'DINRoundOffcPro']
sm23_00200k_020	Tonnerre écarlate \n a perdu... comment \n est-ce possible ?	[0, 54, 'DINRoundOffcPro']
sm23_00200k_030	Comment as-tu pu \n perdre ?!	[0, 26, 'DINRoundOffcPro']
sm23_00200k_040	Non... Noooon !	[0, 15, 'DINRoundOffcPro']
sm23_00200k_050	Ne pleure pas... \n Ce n'est pas la fin, \n c'est un nouveau \n départ !	[0, 63, 'DINRoundOffcPro']
sm23_00200k_060	Je dois juste \n m'entraîner pour devenir \n encore plus rapide...	[0, 60, 'DINRoundOffcPro']
sm23_00200k_070	Kat, grande \n Gravitéenne...	[0, 26, 'DINRoundOffcPro']
sm23_00200k_080	Lorsque nous nous \n reverrons, je ne serai \n pas aussi facile \n à battre.	[0, 67, 'DINRoundOffcPro']
sm23_00200k_090	Alors en attendant...	[0, 21, 'DINRoundOffcPro']
sm23_00200k_100	Que les cieux vous \n soient tous cléments, \n et que vos oiseaux \n soient... gentils.	[0, 78, 'DINRoundOffcPro']
sm23_00200k_110	Super... Maintenant \n je commence à parler \n comme eux...	[0, 53, 'DINRoundOffcPro']
