Reference Name	Text	Font
dm02_00010	Dove sono?	[0, 10, 'DINRoundOffcPro']
dm02_00020	Era... un mostro?	[0, 17, 'DINRoundOffcPro']
dm02_00100	???: \n Raven...	[0, 5, 'DINRoundOffcPro'], [5, 13, 'DINRoundOffcPro']
dm02_00101	Trova i tuoi ricordi perduti	[0, 28, 'DINRoundOffcPro']
dm02_00102	Zaza mi ha insegnato ad andare sull'altalena senza avere paura.	[0, 63, 'DINRoundOffcPro']
dm02_00103	Zaza mi spiegava sempre come fare le cose.	[0, 42, 'DINRoundOffcPro']
dm02_00104	Ero orfana.	[0, 11, 'DINRoundOffcPro']
dm02_00105	Ma la mamma e il papà di Zaza mi crebbero come una figlia.	[0, 58, 'DINRoundOffcPro']
dm02_00106	Zaza mi regalò il suo bene più prezioso: un orsacchiotto.	[0, 57, 'DINRoundOffcPro']
dm02_00107	Quando decisi di chiamarlo Zaza, lui rise a crepapelle.	[0, 55, 'DINRoundOffcPro']
dm02_00108	Adoravo correre senza scarpe.	[0, 29, 'DINRoundOffcPro']
dm02_00109	Zaza mi inseguiva sempre per costringermi a indossarle.	[0, 55, 'DINRoundOffcPro']
dm02_00110	Zaza era un vero artista, nonostante l'età.	[0, 43, 'DINRoundOffcPro']
dm02_00110k_010	Chi è Raven?	[0, 12, 'DINRoundOffcPro']
dm02_00110k_020	Oh, scusami. \n Tu ti chiami \n Sachya, vero?	[0, 39, 'DINRoundOffcPro']
dm02_00110k_030	Sì... \n E tu chi sei?	[0, 19, 'DINRoundOffcPro']
dm02_00110k_040	Io mi chiamo Bit. \n Ascolta attentamente \n ciò che sto \n per dirti, Sachya.	[0, 69, 'DINRoundOffcPro']
dm02_00110k_050	Qualcosa di molto \n importante si è spezzato \n e deve essere \n rimesso insieme.	[0, 73, 'DINRoundOffcPro']
dm02_00110k_060	Come un puzzle?	[0, 15, 'DINRoundOffcPro']
dm02_00110k_070	Più o meno, solo che i \n pezzi sono parti di te.	[0, 46, 'DINRoundOffcPro']
dm02_00110k_080	Di me? \n Ma io non sono spezzata.	[0, 31, 'DINRoundOffcPro']
dm02_00110k_090	Va bene, lascia perdere \n la storia del puzzle.	[0, 45, 'DINRoundOffcPro']
dm02_00110k_100	In questo luogo vengono \n conservate tutte le cose \n che devono essere \n dimenticate.	[0, 79, 'DINRoundOffcPro']
dm02_00110k_102	Dopo un po', i mietitori \n cancellano queste cose \n per permettere al mondo \n di andare avanti.	[0, 89, 'DINRoundOffcPro']
dm02_00110k_105	Devi recuperare delle \n informazioni molto \n importanti prima che i \n mietitori le cancellino.	[0, 88, 'DINRoundOffcPro']
dm02_00110k_107	Non capisco...	[0, 14, 'DINRoundOffcPro']
dm02_00110k_110	I tuoi ricordi \n sono sparsi \n qui in giro.	[0, 39, 'DINRoundOffcPro']
dm02_00110k_120	Ricordi il mostro \n che hai visto?	[0, 32, 'DINRoundOffcPro']
dm02_00110k_123	Raccoglie le cose \n che non appartengono \n a questo mondo.	[0, 54, 'DINRoundOffcPro']
dm02_00110k_126	Divorerà \n i tuoi ricordi.	[0, 24, 'DINRoundOffcPro']
dm02_00110k_130	Devi ricordare chi sei \n prima che \n possa farlo.	[0, 45, 'DINRoundOffcPro']
dm02_00110k_140	Qui c'è un ricordo \n particolare e molto \n speciale... Devi \n assolutamente trovarlo.	[0, 79, 'DINRoundOffcPro']
dm02_00110k_150	Un ricordo speciale?	[0, 20, 'DINRoundOffcPro']
dm02_00110k_160	Ricorda chi sei, \n Sachya.	[0, 24, 'DINRoundOffcPro']
dm02_00110k_170	Solo così \n potrai lasciare \n questo posto.	[0, 39, 'DINRoundOffcPro']
dm02_00110k_180	Ma devi sbrigarti, o \n quei mostri divoreranno \n ogni cosa... \n compresa te.	[0, 70, 'DINRoundOffcPro']
dm02_00110k_190	Cosa mi succederà \n se mi mangiano? \n Morirò?	[0, 41, 'DINRoundOffcPro']
dm02_00110k_200	Sì... \n Devi muoverti.	[0, 20, 'DINRoundOffcPro']
dm02_00110k_210	Ho capito... \n Troverò i miei ricordi \n e andrò via prima che \n riescano a prendermi.	[0, 79, 'DINRoundOffcPro']
dm02_00111	Se gli chiedevo di disegnarmi qualcosa, mi accontentava sempre.	[0, 63, 'DINRoundOffcPro']
dm02_00112	Mi piacevano tanto le cose con le ali.	[0, 38, 'DINRoundOffcPro']
dm02_00113	Quando il nostro uccellino morì, Zaza era lì a consolarmi.	[0, 58, 'DINRoundOffcPro']
dm02_00114	Quando fui abbastanza grande per andare a scuola...	[0, 51, 'DINRoundOffcPro']
dm02_00115	Ero emozionata, perché sarei stata tutto il giorno con Zaza.	[0, 60, 'DINRoundOffcPro']
dm02_00116	Zaza mi prendeva per mano e andavamo assieme allo scuolabus.	[0, 60, 'DINRoundOffcPro']
dm02_00117	Ah, devo sbrigarmi o farò tardi!	[0, 32, 'DINRoundOffcPro']
dm02_00119	Il mio primo ricordo... Il sorriso di Zaza.	[0, 43, 'DINRoundOffcPro']
dm02_00120	Cercavo sempre di stare dietro a Zaza.	[0, 38, 'DINRoundOffcPro']
dm02_00120k_010	Devo sbrigarmi o \n perderò l'autobus!	[0, 35, 'DINRoundOffcPro']
dm02_00120k_020	Però... Perché \n ho questa \n brutta sensazione?	[0, 43, 'DINRoundOffcPro']
dm02_00120k_030	Mi è successo qualcosa \n mentre ero \n sull'autobus?	[0, 47, 'DINRoundOffcPro']
dm02_00120k_040	Non mi piace...	[0, 15, 'DINRoundOffcPro']
dm02_00121	Tutti pensavano che Zaza fosse mio fratello... me compresa.	[0, 59, 'DINRoundOffcPro']
dm02_00122	Se il suono del vento mi spaventava, Zaza mi copriva le orecchie.	[0, 65, 'DINRoundOffcPro']
dm02_00123	Quando faceva freddo, Zaza mi prendeva le mani per scaldarle.	[0, 61, 'DINRoundOffcPro']
dm02_00124	Zaza mi portava sempre con lui.	[0, 31, 'DINRoundOffcPro']
dm02_00125	Zaza era l'unico a difendermi quando venivo presa in giro.	[0, 58, 'DINRoundOffcPro']
dm02_00126	Volevo essere un maschio, per rimanere per sempre amico di Zaza.	[0, 64, 'DINRoundOffcPro']
dm02_00127	Mi tagliai persino i capelli per assomigliare a Zaza.	[0, 53, 'DINRoundOffcPro']
dm02_00128	Ogni volta che lo chiamavo, Zaza correva da me.	[0, 47, 'DINRoundOffcPro']
dm02_00129	Zaza mi faceva sorridere ogni giorno.	[0, 37, 'DINRoundOffcPro']
dm02_00130	Quando gli adulti sparirono, Zaza difese sia me che gli altri.	[0, 62, 'DINRoundOffcPro']
dm02_00131	No, vai via!	[0, 12, 'DINRoundOffcPro']
dm02_00132	Quel mostro mi ha visto!	[0, 24, 'DINRoundOffcPro']
dm02_00133	Cosa sarà quel ricordo speciale?	[0, 32, 'DINRoundOffcPro']
dm02_00135	Perché questo posto è così vuoto?	[0, 33, 'DINRoundOffcPro']
dm02_00137	Devo ricordare chi sono.	[0, 24, 'DINRoundOffcPro']
dm02_00305k_010	Il nostro bus precipitò. \n Cademmo sempre più \n giù, fino a raggiungere \n il fondo del mondo.	[0, 87, 'DINRoundOffcPro']
