Reference Name	Text	Font
0432a53c	好暗。	[0, 3, 'DFT_R5']
0d7aa742	偷走了… \n 一切…	[0, 8, 'DFT_R5']
131d4613	但我即將踏上尋找那個答案的旅程- \n 我完全料想不到的答案。	[0, 28, 'DFT_R5']
1efabdb8	他，和被他的瘋狂所害的 \n 卡麗天使的夢想…	[0, 20, 'DFT_R5']
23abd67f	他突然出現， \n 留了口信給你。	[0, 14, 'DFT_R5']
24bbc415	凱特，這個 \n 艾里亞斯是誰？	[0, 13, 'DFT_R5']
2742c0be	布拉曼博士試圖停住時間， \n 並創造一個永遠不會改變的世界。	[0, 28, 'DFT_R5']
2cf3d885	抱歉…但是我也從沒想過 \n 我們還能再見面…	[0, 20, 'DFT_R5']
2fa8dfc0	卡麗，我妹妹， \n 我看透了她。	[0, 14, 'DFT_R5']
353bdb8b	我們還是不知道 \n 席得發生什麼事？	[0, 16, 'DFT_R5']
3659aaa8	時間…	[0, 3, 'DFT_R5']
3e83dd91	你永遠不知道 \n 下一刻會發生什麼事。	[0, 17, 'DFT_R5']
504fceb6	但我只是熙熙。 \n 我無法成為她要的人。	[0, 18, 'DFT_R5']
50a0dfbb	她只是想要我們 \n 都成為天使。	[0, 14, 'DFT_R5']
5997d0bc	當她意識到這一點， \n 這摧毀了她。	[0, 16, 'DFT_R5']
60489ba4	這是唯一真正能再 \n 見到你的方法…	[0, 16, 'DFT_R5']
62dfd2c2	威脅解除了，但問題仍在…	[0, 12, 'DFT_R5']
69909daa	我… \n 懂了…	[0, 6, 'DFT_R5']
6a07442d	我也希望我能給莉莎答案。 \n 我能做的只有思考艾里亞斯的神秘訊息。	[0, 31, 'DFT_R5']
6b27d5c8	「重力公主再次拯救我們的城市」	[0, 15, 'DFT_R5']
72d89fb0	！	[0, 1, 'DFT_R5']
7ca7eb3e	「黑奇薩威與澤加帕拉勞 \n 簽訂互不侵犯條約及貿易協議」	[0, 26, 'DFT_R5']
85efed44	「布拉曼市長的過去遭到調查」	[0, 14, 'DFT_R5']
a696dc3a	莉莎？	[0, 3, 'DFT_R5']
adccc79b	然後他教我們怎麼 \n 穿越異次元裂縫， \n 帶我們到這裡來…	[0, 26, 'DFT_R5']
c794e017	是啊，誰想得到我們倆 \n 都會來到黑奇薩威。	[0, 20, 'DFT_R5']
cec4c796	他要我們救你。 \n 他說你是關鍵。	[0, 15, 'DFT_R5']
e83bcf0d	咦！？	[0, 3, 'DFT_R5']
ep20_00100	摧毀所有巴布！	[0, 7, 'DFT_YY6']
ep20_00100c_010	真美麗… \n 那些水晶會擷取 \n 一段時間， \n 讓它成為永恆。	[0, 26, 'DFT_R5']
ep20_00100c_020	時間的流逝不會再威脅 \n 我們的生命了。	[0, 18, 'DFT_R5']
ep20_00100c_030	唉， \n 最美的花總會引來 \n 最醜的蟲子。	[0, 18, 'DFT_R5']
ep20_00100c_040	別擔心，女兒。	[0, 7, 'DFT_R5']
ep20_00100c_050	你的守護天使 \n 會救你的。	[0, 12, 'DFT_R5']
ep20_00101	我們必須想辦法解決那個力場！	[0, 14, 'DFT_R5']
ep20_00102	尤妮卡： \n 海蛞蝓號，保持隊型！	[0, 5, 'DFT_R5'], [5, 15, 'DFT_R5']
