Reference Name	Text	Font
00cbcb5d	Hm, wo könnten \n Brahman und Kali sein?	[0, 37, 'DINRoundOffcPro']
064d925d	Der hat etwas angestellt \n und ist geflohen.	[0, 42, 'DINRoundOffcPro']
070c2a77	Ist das zu glauben, dass \n Dr. Brahman sich als \n Bestie entpuppt hat?	[0, 66, 'DINRoundOffcPro']
0f959463	Man sollte diese \n Maschinen hier alle \n zerstören!	[0, 47, 'DINRoundOffcPro']
303c8359	Es kommt ja wohl immer \n auf den Menschen an, der \n die Maschine bedient!	[0, 69, 'DINRoundOffcPro']
3a431d79	Man guckt den Leuten \n eben doch nur vor den \n Kopf, nicht wahr?!	[0, 61, 'DINRoundOffcPro']
632220df	Ja, wahrscheinlich ...	[0, 22, 'DINRoundOffcPro']
6c6a22e5	Er war so erfahren, klug \n und gutaussehend ...	[0, 45, 'DINRoundOffcPro']
75b224eb	Ich dachte, er wäre die \n Antwort auf all unsere \n Gebete gewesen.	[0, 62, 'DINRoundOffcPro']
824df8e5	...	[0, 3, 'DINRoundOffcPro']
89dccee3	Wir müssen jetzt erst \n mal Brahman finden!	[0, 41, 'DINRoundOffcPro']
8b95faeb	Mein Vertrauen in die \n Menschheit ist zerstört!	[0, 46, 'DINRoundOffcPro']
94ddfcf1	Und ich habe diese \n Verbrecherin für einen \n Engel gehalten!	[0, 57, 'DINRoundOffcPro']
9d25fff7	Ihre reinen, weißen \n Schwingen ... ich habe \n an sie geglaubt ... aber \n sie sind mit Blut \n befleckt ...	[0, 98, 'DINRoundOffcPro']
a4b4d5f5	Wegen Brahman und Kali \n herrscht im Dezernat \n absolutes Chaos!	[0, 60, 'DINRoundOffcPro']
c604025e	Ich habe alle Bilder \n von Kali Angel \n verbrannt.	[0, 46, 'DINRoundOffcPro']
d6dbda61	Aber ich kann nicht gut \n mit Maschinen umgehen. \n Ich überlasse das Ganze \n lieber Chaz.	[0, 83, 'DINRoundOffcPro']
dd6d8ff7	Dieser Kerl mit diesen \n runden Maschinen, der \n Bürgermeister war ...	[0, 66, 'DINRoundOffcPro']
df23dd67	Wir können das Projekt \n nicht einfach stoppen.	[0, 45, 'DINRoundOffcPro']
ep18_00000	Wo könnten Brahman und Kali hin sein?	[0, 37, 'DINRoundOffcPro']
ep18_00000k_010	Kat! Ich habe \n dich gesucht.	[0, 27, 'DINRoundOffcPro']
ep18_00000k_020	Mich? Was ist mit \n Raven und Cecie?	[0, 34, 'DINRoundOffcPro']
ep18_00000k_030	Sie haben sich \n registrieren lassen, \n aber Cecie ging es \n plötzlich nicht gut ...	[0, 78, 'DINRoundOffcPro']
ep18_00000k_040	Sie ist gerade in der \n Erste-Hilfe-Station \n im Dezernat.	[0, 54, 'DINRoundOffcPro']
ep18_00000k_050	Wie geht es ihr denn?	[0, 21, 'DINRoundOffcPro']
ep18_00000k_060	Der Arzt meinte, sie ist \n nur erschöpft und \n braucht Ruhe.	[0, 56, 'DINRoundOffcPro']
ep18_00000k_070	Raven ist bei ihr. \n Das wird schon wieder.	[0, 41, 'DINRoundOffcPro']
ep18_00000k_080	Gut. Dann soll \n sie sich \n erst mal ausruhen.	[0, 42, 'DINRoundOffcPro']
ep18_00000k_090	Ich habe übrigens \n in der Zwischenzeit \n mehr über Brahman \n herausgefunden ...	[0, 74, 'DINRoundOffcPro']
ep18_00000k_100	Anscheinend hatte er \n seit D‘nelicas Abdankung \n als Bürgermeister bei	[0, 67, 'DINRoundOffcPro']
ep18_00000k_110	vielen ungelösten Fällen \n seine Finger im Spiel.	[0, 47, 'DINRoundOffcPro']
ep18_00000k_120	Vor allem bei jenen, in \n die du und die anderen \n verwickelt waren ...	[0, 67, 'DINRoundOffcPro']
ep18_00000k_130	Der Unfall mit der \n Gravitationsmaschine \n in Neu-Hiraleon und ...	[0, 63, 'DINRoundOffcPro']
ep18_00000k_140	Der Fall der vermissten \n Waisenkinder.	[0, 37, 'DINRoundOffcPro']
ep18_00000k_150	Kat, \n wie hast du ...?	[0, 21, 'DINRoundOffcPro']
ep18_00000k_160	Scanne nach kompatiblen \n Elementen ...	[0, 37, 'DINRoundOffcPro']
ep18_00100	Finde heraus, \n wo die Grigos hinwollen	[0, 37, 'DINRoundOffcPro']
ep18_00100m_010	Scanne nach kompatiblen \n Elementen ...	[0, 37, 'DINRoundOffcPro']
ep18_00100m_020	Grigos?	[0, 7, 'DINRoundOffcPro']
ep18_00101	Was ist nur mit den Grigos los?	[0, 31, 'DINRoundOffcPro']
ep18_00102	Wow, ganz schön viele!	[0, 22, 'DINRoundOffcPro']
ep18_00103	Ich sollte Chaz das überlassen, ich muss diesen Grigos folgen.	[0, 62, 'DINRoundOffcPro']
ep18_00104	Ich muss die Grigos verfolgen!	[0, 30, 'DINRoundOffcPro']
ep18_00210k_010	Kompatibel? Davon hat \n Brahman etwas in seinen \n Unterlagen erwähnt ...	[0, 68, 'DINRoundOffcPro']
ep18_00210k_020	Kat! Schnapp dir \n diese Grigos!	[0, 30, 'DINRoundOffcPro']
ep18_00210k_030	Ich fahre zum Dezernat \n und sehe nach \n den anderen.	[0, 49, 'DINRoundOffcPro']
ep18_00210k_040	Kümmere du dich \n um die Grigos!	[0, 30, 'DINRoundOffcPro']
ep18_00210k_050	Wird erledigt!	[0, 14, 'DINRoundOffcPro']
ep18_00220k_010	Raven! \n W-Was \n ist hier los?	[0, 26, 'DINRoundOffcPro']
ep18_00220k_020	Das ist doch wohl \n offensichtlich. Die \n Grigos haben \n angegriffen.	[0, 63, 'DINRoundOffcPro']
ep18_00220k_030	Cecie ist noch \n im Gebäude.	[0, 26, 'DINRoundOffcPro']
ep18_00220k_040	Steh da nicht rum \n und hilf uns endlich!	[0, 39, 'DINRoundOffcPro']
ep18_00220k_050	Gut!	[0, 4, 'DINRoundOffcPro']
ep18_00225k_010	Nein, sie gelangen \n gleich ins Gebäude!	[0, 38, 'DINRoundOffcPro']
ep18_00225k_020	Dann schnappen sie sich \n Cecie!	[0, 30, 'DINRoundOffcPro']
ep18_00230k_010	Kali! \n Was machst \n du hier?	[0, 25, 'DINRoundOffcPro']
ep18_00230k_020	Ich habe Geschäftliches \n zu erledigen. \n Das würdet ihr nicht \n verstehen.	[0, 69, 'DINRoundOffcPro']
ep18_00230k_030	„Geschäftliches“? Also \n stecken du und Brahman \n hinter der Geschichte \n mit den Grigos.	[0, 83, 'DINRoundOffcPro']
ep18_00230k_040	Was hast du \n jetzt vor?	[0, 22, 'DINRoundOffcPro']
ep18_00230k_050	...	[0, 3, 'DINRoundOffcPro']
ep18_00230k_060	AAAH! Hältst du denn \n nie die Klappe? \n Wieso dies ... \n Warum das ...	[0, 65, 'DINRoundOffcPro']
ep18_00230k_070	Das Einzige, was zählt, \n ist, dass Dad meine \n Schwester gefunden hat!	[0, 67, 'DINRoundOffcPro']
ep18_00230k_080	Ich hasse dich so sehr, \n und jetzt brauchen wir \n dich nicht mehr!	[0, 63, 'DINRoundOffcPro']
ep18_00230k_090	Sie ist vollkommen irre. \n Erledigen wir sie!	[0, 43, 'DINRoundOffcPro']
ep18_00300m_010	Cecie!	[0, 6, 'DINRoundOffcPro']
ep18_00300m_020	Wer ... ruft mich da?	[0, 21, 'DINRoundOffcPro']
ep18_00300m_030	Scan wird ausgeführt. \n Übereinstimmung gefunden!	[0, 47, 'DINRoundOffcPro']
ep18_00300m_040	Was sind das für Kristalle?	[0, 27, 'DINRoundOffcPro']
ep18_00310k_010	Schwester, warte! \n Lauf nicht weg.	[0, 33, 'DINRoundOffcPro']
ep18_00310k_020	Was ist mit \n Cecie los?	[0, 22, 'DINRoundOffcPro']
ep18_00310k_030	Kat, Raven, überlasst \n jetzt den Rest \n der Polizei.	[0, 49, 'DINRoundOffcPro']
ep18_00310k_040	Kümmert euch um Cecie.	[0, 22, 'DINRoundOffcPro']
ep18_00310k_050	Wenn Kali hinter ihr her \n ist, steckt sie in \n großen Schwierigkeiten.	[0, 67, 'DINRoundOffcPro']
ep18_00310k_060	Dann werde ich für \n ihre Sicherheit sorgen.	[0, 42, 'DINRoundOffcPro']
ep18_00320k_010	Du schon wieder! Warum \n folgst du mir ständig?	[0, 45, 'DINRoundOffcPro']
ep18_00320k_020	Weil du hinter Cecie \n her bist!	[0, 30, 'DINRoundOffcPro']
ep18_00320k_030	Misch dich nicht in \n Dinge ein, die du \n nicht verstehst.	[0, 54, 'DINRoundOffcPro']
ep18_00320k_040	Sie braucht mich. Ich \n bin die Einzige, die sie \n glücklich machen kann.	[0, 69, 'DINRoundOffcPro']
ep18_00320k_050	Ich meine es ernst!	[0, 19, 'DINRoundOffcPro']
ep18_00320k_060	Jetzt geht's los ...	[0, 20, 'DINRoundOffcPro']
ep18_00400m_010	Ich bin Durga Angel!	[0, 20, 'DINRoundOffcPro']
ep18_00410k_010	Warum rennst du vor mir \n davon? Du brauchst keine \n Angst zu haben. \n Ich bin's.	[0, 75, 'DINRoundOffcPro']
ep18_00410k_020	Entschuldige, ich habe \n mich nicht gleich \n erinnert ...	[0, 53, 'DINRoundOffcPro']
ep18_00410k_030	Ich war die ganze Zeit \n hier und habe Dads \n Arbeit für uns beide \n erledigt.	[0, 72, 'DINRoundOffcPro']
ep18_00410k_040	Ich erinnere mich ... \n Wir haben es Dad \n versprochen.	[0, 51, 'DINRoundOffcPro']
ep18_00410k_050	Es ist so lange her ... \n Ich dachte, du würdest \n nie zurückkommen.	[0, 64, 'DINRoundOffcPro']
ep18_00410k_060	Sieh mich an. Als du \n gingst, warst du älter. \n Jetzt bin ich älter.	[0, 65, 'DINRoundOffcPro']
ep18_00410k_070	Und du warst so ein \n süßes Mädchen. Süße, \n kleine Kali!	[0, 53, 'DINRoundOffcPro']
ep18_00410k_080	Du erinnerst dich. \n Willkommen zu Hause, \n Durga.	[0, 46, 'DINRoundOffcPro']
ep18_00420k_010	Die sind hartnäckig! Ich \n kann sie kaum unter \n Kontrolle bringen. Nicht \n mal mit dir, Raven.	[0, 89, 'DINRoundOffcPro']
ep18_00420k_020	Wir müssen Cecie \n irgendwie befreien.	[0, 36, 'DINRoundOffcPro']
ep18_00420k_030	Ja, aber wie?	[0, 13, 'DINRoundOffcPro']
ep18_00420k_040	Wir müssen gegen \n sie kämpfen.	[0, 29, 'DINRoundOffcPro']
ep18_00420k_050	Aber das ist Cecie!	[0, 19, 'DINRoundOffcPro']
ep18_00420k_060	Wenn du ihr helfen \n willst, haben wir \n keine Wahl!	[0, 48, 'DINRoundOffcPro']
ep18_00420k_070	Es ist nicht schön, aber \n wir müssen es versuchen. \n Für sie.	[0, 58, 'DINRoundOffcPro']
ep18_00500m_010	Rrr!	[0, 4, 'DINRoundOffcPro']
ep18_01000	Beschütze die Polizei	[0, 21, 'DINRoundOffcPro']
ep18_01001	Die Grigos haben sie ausgelöscht!	[0, 33, 'DINRoundOffcPro']
ep18_01002	Ich muss ihnen helfen!	[0, 22, 'DINRoundOffcPro']
ep18_01100	Polizist: \n Alle drinnen bleiben!	[0, 10, 'DINRoundOffcPro'], [10, 31, 'DINRoundOffcPro']
